,product,title,rating,body
3941,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not worth it,2.0,Sound Quality is not Good
3942,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worrest experience,1.0,Tv un expctedly stopping and hanging problem highly unrecomded product
3943,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product,5.0,Result is good and I like this product.
3944,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),1 + led tv,5.0,"Very excellent product its performance is very good,  sound quality is excellent, pictures quality is great I am satisfied is thes led TV."
3945,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus,5.0,"The media could not be loaded.
                




   Good experience with one plusNice pictureOsm sound"
3946,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst One +,1.0,after using for 3 months the screen did not work any more. only sound is audible but no picture is visible.
3947,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very bad,1.0,"The media could not be loaded.
                




   In a month Tv display is showing black screen. Picture quality is also not like as mentioned."
3948,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Clarity,5.0,Good product value for money
3949,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice Audio and video quality,5.0,Amazing product thanks AmazonThank you Amazon for replesment my TV not thanks Amazon coustemer care suppoter
3950,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Charge of installation of wall mount,2.0,Worst experience of installation because extra charge for installation in wallmount. But not mention in advertising.
3951,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"One plus 55 inches earlier, now 32 second one",4.0,"I am a repeat customer.  I just love the colour, clarity, sharpness and everything in One plus.... 😊"
3952,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money.,4.0,"However, the sound quality is not as per my expectations"
3953,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Defect in display,1.0,The display seems to be defective as attached in the pics. I need a replacement for the tv or cancel the product and return the money.
3954,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very good.,5.0,"The media could not be loaded.
                




   Allmost good according to price."
3955,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best TV forever..,5.0,Best Tv forever.I am using from since 1 yearI did not recognize any problembest ..
3956,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Sound sucks, tv is good but little bit slow",4.0,"This is good with the price but the sound quality is worst, if you are a music lover its better order an soundbar with it"
3957,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don't buy from Amazon,1.0,Tv is good but don't buy from here. The features & benefits claimed here are not there.
3958,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best in price segment,4.0,Picture quality is impressive
3959,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Bad product,1.0,Quality not good
3960,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very nice product,5.0,Best tv
3961,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Awesome product n had good experience while shopping from amazon 👍,5.0,Awesome product n had good experience while shopping from amazon 👍
3962,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Oneplus tv,5.0,Picture quality is best 280 plus view angle best google assistant is awesome work. Sounds is also very good
3963,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),The customer service of one plus TV is pathetic and disgusting.,4.0,The customer service of one plus TV is pathetic and disgusting. I would not advise you to buy this TV due to its after sales service.
3964,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best in budget,4.0,Budget tv in oneplus products
3965,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),NEVER BUY ONEPLUS,1.0,I facing this problem problem screen become redOnePlus service very poor
3966,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),If there is an issue no response from support team,2.0,No response from one plus services west of time and west of money to buy one plus product
3967,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth for money,4.0,"Design, Colours are awesome"
3968,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very slow process,1.0,Im a big fan of one plus products but i never expected This kind of worst products from OnePlus tv is very slow with horrible picture quality
3969,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good TV with smart features,4.0,Good TV
3970,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Replace,2.0,I need to exchange my one plus tv 32inch y series. Iv broke my led screen so I need to replace it..!! Thank you
3971,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Alexa not supported,1.0,1. Amazon Alexa is not supported: As per installation guy.2. Type sync from One plus tv client app feature missing.
3972,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not good,5.0,Tv is good but service is not good. I was component 2 months ago but technician is not come for check my tv service already dily
3973,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),oneplus tv is the best tv,5.0,i had experienced all the new features but the only thing i did not get is oxygen play what should i do to get that oxygen play
3974,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),TV with a lot of bugs,1.0,"The remote never works, the Bluetooth switches off by itself, makes it very difficult to operate the TV using the remote"
3975,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Returned tv with bad experience,1.0,Picture quality was bad
3976,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Awesome,5.0,"Picture quality, especially HD channels are awesome,sound is sufficient to small room."
3977,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),✓,5.0,✓
3978,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Worst TV ,not valuable,worst service",1.0,"Worst TV I have ever seen, from the day one I bought this TV ,I am facing multiple issue.Worst service from customer care ."
3979,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst product in amazon,1.0,Please do.not  buy this tv is worst sound  qualty is not good and tv remote not working properly
3980,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best one at this price.,5.0,Good picture quality and sound effect.
3981,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"picture quality is very good,",5.0,"Picture quality is good, Resolution is also good"
3982,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Performance is fine,4.0,"Performance is fine, But picture quality is not up to the mark.. some times it's hazy..Voice recognition is best"
3983,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),2 Complained,1.0,Tv Is Good Picture Quality Is Far better Than Others  Brands But Google Voice assistant Not Work And Smart Share Not Built in Is Fetchers Disappointed To Me
3984,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Its really worth,5.0,Product is good quality  and sound sufficient for hall .nice work one plus  .and thank to Amazon for time to time service.
3985,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),An average tv,4.0,Picture quality not as satisfiedSmart features are goodVoice recognition poor
3986,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus Tv good display clarity and sound,5.0,"The media could not be loaded.
                




   One plus Tv good display clarity and sound"
3987,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Product and delivery good.But not get sales invoice .So please send me copy of the invoice
3988,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice,5.0,Its really awesome picture quality. It is really good in this budget. Thank you amazon for delivering a good product.
3989,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ok ok,1.0,"The media could not be loaded.
                




   Ok ok"
3990,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Replacement my one ➕  32 "" TV",2.0,Picture quality not so good.Two line on display  when TV  was white screen.Please replace my product .
3991,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Don’t buy one plus tv,1.0,Worst quality and sound quality is very bad.I suggest to not buy one plus tv
3992,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice,5.0,Nice
3993,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Gud to go,4.0,Good product at the price range need to improve little bit picture quality
3994,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Setting automatically changed,2.0,"The media could not be loaded.
                




   Setting automatically changed tochomposite to channel and picture quality to change ."
3995,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Overall good one, but go for 43 inches",4.0,"I like the quality of the tv , interface could have had more quality of words(display of words) while displaying like an android tv."
3996,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very good,4.0,Very good
3997,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money,5.0,Got in good offer👍🏻
3998,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Display quality,5.0,It's picture quality is very good.It's color gamete is also good
3999,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Check once android software problem,1.0,It was struck and appear a black screen in display and after half an hour again back to normal
4000,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Osm,5.0,Best product in this segment
4001,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product at this price,5.0,Needs improvement on sound
4002,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Nice Budget Tv . Picture quality and sound quality is Good
4003,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good video quality and sound quality,5.0,Good picture quality
4004,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Problem in setting up google account,1.0,"The media could not be loaded.
                




   Hi , I couldn't set up my google account with the TV. It keeps on loading when choose ""connect"". Please help"
4005,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus,5.0,Good
4006,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor item not installed as it was mentioned in features,1.0,Not happy
4007,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sound quality needs improvement,3.0,Picture quality is good but sound quality is the concern. Bass is unpleasant.
4008,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Killer product,5.0,"The media could not be loaded.
                




   I like OnePlus tv it's giving me to better experience to watch movies"
4009,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Value for money,4.0,"The media could not be loaded.
                




   Picture quality"
4010,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,4.0,Good product
4011,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),No use with alexa,4.0,Tv is good and good picture quebut little slow while operatingAlexa is not working with TV
4012,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very bad customer service,1.0,The screen went blank after 2 weeks and one plus customer care sucks. They don't respond to calls or mails.
4013,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Valuable product,5.0,Nice tv in this price in oneplus tv nice resolution and sound quality with features and hardware
4014,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),sound issue,1.0,"Sound issue upon connecting with HDMI, tried testing with another setup box but still issue remain same. Disappointing buying experience"
4015,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product...amazon order super,5.0,Product super...🌹🌹good picture quality...google assitance 👌..intha amount worth tv...oneplus brand eppavume good...tv awesome..
4016,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Voice recognition and Bluetooth is not getting connected. Please change it.,4.0,My remote is not working properly.Voice recognition and Bluetooth is not getting connected.Please change it.
4017,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Product is damage.,1.0,Demaged item delivered and there is no cancellation and replacement process is worst.recomended don't to face issue like me.
4018,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),It lags sometimes but it's ok,4.0,"It is best TV to buy under 30,000Worth itValue for money"
4019,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth for price,2.0,Had dead pixels in screen. Other than that  product is good
4020,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Go for it,4.0,I don't know about many negative reviews I did not face any problem
4021,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Disappointed with sound !,4.0,Voice quality is not up to my expectations .It's very dull .
4022,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Picture and sound quality not good.,3.0,"The media could not be loaded.
                




   Picture quality and sound are not good."
4023,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Budget Premium look onepluse tv,5.0,Onepluse reached my expectations..Design and picture quality awesome 🤩Sound is goodBuild quality is goodDelivery done on time..
4024,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),There is issues with aitel wi fi connection.,2.0,There are issues with airtel wi fi connectionUnable to connect this with airtel wi fi.
4025,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Internet is not getting connected,1.0,Not worth for the priceAnd service centre also not responding properlyGoing to sue and will claim with legal proceedings
4026,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst customer service,1.0,"Worst item purchased in Amazon till date, all the parts of the tv were missing"
4027,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),One plus 43 y1,4.0,Picture quality is good.Remote control flawless.Average sound quality.Casting is laggy.One plus connect is sloppy
4028,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Waste of moey,1.0,Picture quality was not good
4029,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not at all satisfo,2.0,"Very poor quality products with no voice clarity.Not a good investment, better go for some alternative.Visit some shop then decide."
4030,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice one .... Good Product,5.0,Too Good Product with a reasonable price.
4031,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Broken piece reveived,1.0,It's broken
4032,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Waste of money,1.0,"The media could not be loaded.
                




   Poor quality of product and not a value for money item"
4033,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good product,5.0,Good product
4034,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Installation is chargeable for wall mount,3.0,Wall mount is not free in one Plue TV as Compair to other products. One Pluse charge 300 seperatly for the wall mount.
4035,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Will post it soon,",3.0,"Screen cast was slow, while i used,Packed was looking gud outside, but tv has marks & fingerprints when it open, no wall stand."
4036,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,4.0,Good
4037,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),satisfied....,3.0,"The media could not be loaded.
                




   Overall it's a good product at this range....and oneplus should take care of lagging problem...."
4038,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worth for money,3.0,HDMI Port not working
4039,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ok,2.0,"Sounds good, picture good , but very very very very slowly function, remote is very very very bad"
4040,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Excellent Smart Television,5.0,"Excellent smart TV. Good picture clarity, sound and features like Netflix, Amazon prime etc."
4041,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Bad connection,1.0,Not connect alexa device
4042,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice TV,5.0,Value for money
4043,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),doesnt have screen mirror feature,2.0,"side view is wrost , also amazon told installation is free but service engineer took money 300₹ from me so be aware"
4044,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Time lag problem in y series tv,2.0,"Command given by remote is not followed immediately,it takes time.Chrome cast from mobile is also disappointed by mismatch in video and audio."
4045,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Quality is best pr mistake little little hanging not remote control fast work,4.0,Picture quality is best quality little little mistake hanging ☺️☺️  pr sound quality  best
4046,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Wrost product....New TV not working after some days..,1.0,"New t.v is not working after fifteen days, customer service also very bed.. don't trust with this brand..wrost product....."
4047,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very nice,5.0,Very good morning my TV screen is cracked and I have to go 🔙 watching tv
4048,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),It's a good product.,5.0,Almost latest features include this tvReally good product.
4049,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good one,5.0,Good.  100% satisfied.
4050,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Lag""s toooo much - DONT BUY",1.0,Tv is lagging too much you won't able to use the tv smoothly. BIG NOO for buyers.
4051,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor sound and image quality,3.0,Tv looks laggy when you use more applications ... Image quality and sound is poor
4052,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Happy 😊,5.0,Led tv nice and low price best quality...Good product...im happy
4053,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Thanks Amazon,5.0,NYC product
4054,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Superb,5.0,The media could not be loaded.
4055,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Best product in this budget,4.0,Best product in this Budget.Value for money. Good performance & display quality.
4056,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Picture quality awesome,5.0,Nice TV....Good product for the price...But volume was little bit low.Google voice was not connecting
4057,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Not really worth,2.0,Not a very good TV.. picture quality is very bad.it hangs very frequently and remote response is also not good.
4058,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good,5.0,Good
4059,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Remote failure Not useful don't buy,1.0,Unable to connect PC
4060,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Service failure,1.0,Now it's not working. Technician says TV board problem. And myself complained to Amazon but yet not cleared.
4061,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),very Good,5.0,"The media could not be loaded.
                




   Very good product very nice"
4062,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),It's best in that price,4.0,After 1 month of usage tv is good and sound is also good and loud ( remember to turn on ur Dolby Atmos on )
4063,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Issue with the TV,3.0,"It's the first day of the installation and I am getting an message ""Retrieving Data"" the second time I switch on the TV"
4064,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),कोई तो सपोर्ट करो ।।,2.0,"बहुत ही बेकार quality है, मेरा तो मोबाईल ही स्क्रीन कॉस्ट नही हो रहा है, क्योंकि tv में कही ऑप्सन ही नही आ रहा ।।"
4065,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Poor Sound Quality,4.0,But we can't expect more on this budget. Everything works fine. Just go for it if you are looking for a budget TV
4066,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),WASTE OF MONEY. DON'T BUY IT,1.0,Don't buy this tv. Very rubbish built and picture quality.
4067,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Waste product,2.0,"The media could not be loaded.
                




   Can't connect to Bluetooth devices,as well as chrome casting,as they defined separately!"
4068,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Excellent tv,5.0,Excellent tv
4069,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),"Remote issue while ""power ON""",1.0,Remote was not good it was taking too much time for power ON. It requires more than 2 times to power on the TV.
4070,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Over all go for it,5.0,Terrific purchase
4071,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very bad seevice of amazon,1.0,Dislike
4072,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Screen freeze problem,3.0,Screen freeze problem starts after 1-2 months of usage. Have to restart tv 3-4 times a day.
4073,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Echo dot is useless for this tv.,4.0,"Couldn't connect echo dot, echo dot connectivity isn't available in india right now,there is no amazon alexa app in play store to connect echo dot."
4074,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst product,1.0,Worst product. Don't buy.
4075,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Very good product,5.0,Worth product and worth money
4076,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),In 4 months display flickering do not buy one plus tv bcz there no service they take 60 days around,3.0,white dots on display when its getting on
4077,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Ease of operation,5.0,Home entertainment. Suits us fine
4078,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Bad Hardware TV,3.0,Please do not buy. Bought it 1.5 months back. Already availed 2 services. It stopped working all of sudden.
4079,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sound quality is not that good.,4.0,Picture quality and everything is perfect but I don't like sound quality it's not that clear as I expected.
4080,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Service. Is. Not.  Clear,1.0,Sir. I am. Puschase.  The. One plus. Tv.  But Not. Instalaction.  Service.  Done. Plz.  Sallow. The. Issue.  In. Immmidetly
4081,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Long time taking at the time of starting or any other command I think Processor quality,4.0,Long time taking at the time of starting or any other command I think Processor quality should be improve
4082,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Service is very bad,2.0,One plus ont complete my Installation6 days i am waiting but my Installation ont complete# How to install my tv now
4083,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst TV I have seen in my life,1.0,Very very slow motion rate
4084,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Good TV good image,5.0,This TV is really nice to use and good picture  quality
4085,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worst Pannel Quality.,2.0,Its Has Worst Pannel Quality. Mi Tv is far far better then this.
4086,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Worest performance..,1.0,Slow progressSlow motionRemote not working properlyApps dose not work properly
4087,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Sound compliant,1.0,Sound quality is very poorI don't know to complaint and didn't receive free acho device
4088,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Nice,5.0,Good
4089,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),A Good Smart TV at this price point!,3.0,"It's a decent product that this price point .Picture quality is ""Okay"". And it may lags sometimes."
4090,OnePlus 108 cm (43 inches) Y Series Full HD LED Smart Android TV 43Y1 (Black) (2020 Model),Affordable Price,4.0,After a long research we got Android TV with Affordable price and good features. Thanks
